dstport,protocol,tag
53953,icmp,sv_P2
49406,udp,sv_P4
1636,udp,sv_P2
32116,icmp,sv_P5
18645,icmp,email
64716,udp,sv_P3
52301,udp,sv_P5
50329,udp,sv_P4
18650,tcp,email
21345,icmp,sv_P4
356,udp,sv_P5
61347,icmp,sv_P2
49188,icmp,email
24119,icmp,sv_P4
58588,icmp,sv_P3
55806,tcp,sv_P2
10176,icmp,sv_P2
56606,udp,sv_P4
5989,icmp,sv_P4
64141,tcp,email
60673,icmp,sv_P1
26949,udp,sv_P3
31812,icmp,sv_P4
57232,udp,sv_P2
21523,udp,sv_P4
62991,icmp,sv_P5
15372,udp,sv_P4
34134,tcp,email
55239,icmp,sv_P5
9584,tcp,sv_P4
51224,icmp,sv_P3
19170,udp,email
791,tcp,sv_P2
21055,tcp,sv_P1
12174,udp,sv_P2
38258,icmp,sv_P1
52772,icmp,sv_P3
26846,icmp,sv_P5
22530,icmp,sv_P5
43243,tcp,sv_P3
35260,udp,sv_P3
42323,icmp,sv_P3
12016,icmp,sv_P1
37285,icmp,sv_P3
31822,icmp,sv_P4
11004,udp,sv_P4
39387,udp,sv_P4
15588,udp,sv_P3
5769,udp,sv_P1
13629,udp,sv_P2
64397,icmp,sv_P4
52693,udp,sv_P2
16341,tcp,sv_P4
50986,tcp,sv_P3
15130,icmp,sv_P5
10091,tcp,sv_P2
7433,tcp,sv_P5
40878,tcp,sv_P2
56412,icmp,sv_P3
65155,udp,sv_P5
25449,icmp,sv_P2
14481,icmp,sv_P5
27834,icmp,sv_P3
56469,icmp,sv_P1
19769,udp,sv_P1
31625,udp,sv_P3
15787,icmp,email
60648,tcp,email
34191,icmp,sv_P3
39270,tcp,sv_P5
32069,udp,email
5190,udp,sv_P3
58646,udp,sv_P4
31572,tcp,sv_P4
12705,udp,sv_P1
62138,tcp,sv_P5
393,icmp,sv_P4
12488,tcp,sv_P2
37895,tcp,sv_P5
41264,icmp,sv_P2
12750,icmp,sv_P2
51698,udp,sv_P4
29916,udp,sv_P1
65115,udp,sv_P2
46467,icmp,sv_P2
21528,tcp,sv_P4
24990,udp,email
16917,tcp,sv_P3
30415,icmp,sv_P2
11244,tcp,sv_P4
54226,tcp,sv_P3
64519,tcp,sv_P4
27027,tcp,email
37705,tcp,email
36238,udp,sv_P4
39739,icmp,sv_P5
46728,tcp,email
64564,icmp,sv_P2
64613,icmp,sv_P2
30784,udp,sv_P5
10418,tcp,sv_P1
32153,udp,sv_P1
52150,tcp,sv_P2
34623,icmp,sv_P2
29965,tcp,sv_P4
18915,udp,sv_P4
13184,icmp,sv_P3
54335,icmp,sv_P4
4655,icmp,sv_P4
13875,tcp,sv_P3
13624,tcp,sv_P2
21044,udp,sv_P2
41588,icmp,sv_P4
21672,icmp,sv_P4
13988,udp,sv_P5
35004,icmp,sv_P5
29155,tcp,email
33432,icmp,email
2064,udp,sv_P3
29190,icmp,sv_P1
6584,tcp,sv_P3
3055,icmp,sv_P5
50009,udp,sv_P4
65471,tcp,sv_P4
24657,icmp,sv_P3
35544,icmp,sv_P1
57626,udp,sv_P4
60432,udp,sv_P5
52974,icmp,sv_P1
2351,icmp,sv_P1
12339,udp,email
64238,tcp,sv_P4
47159,icmp,sv_P4
16881,udp,sv_P2
7093,tcp,sv_P3
50512,icmp,sv_P1
44363,icmp,sv_P5
6430,icmp,sv_P1
56219,icmp,sv_P3
41399,icmp,sv_P2
55337,udp,sv_P2
41472,udp,sv_P4
49354,udp,sv_P1
30072,icmp,sv_P3
34307,udp,sv_P5
64417,udp,sv_P3
49244,tcp,email
52814,udp,sv_P1
18607,icmp,sv_P1
8829,tcp,sv_P2
62775,tcp,sv_P4
47247,udp,sv_P3
19428,udp,sv_P4
43753,tcp,email
10021,tcp,sv_P2
38219,icmp,email
23517,icmp,sv_P4
7340,tcp,sv_P2
58934,icmp,sv_P1
27890,udp,sv_P4
60285,udp,sv_P5
38308,icmp,sv_P2
14237,icmp,sv_P4
39156,udp,sv_P3
55838,icmp,sv_P3
36641,udp,sv_P3
13483,tcp,sv_P5
10922,icmp,sv_P3
63545,udp,email
5061,udp,sv_P5
40123,tcp,sv_P3
36946,icmp,sv_P4
23216,udp,sv_P1
17951,tcp,sv_P3
34227,tcp,sv_P2
38988,udp,email
10802,udp,email
33479,tcp,sv_P3
62195,icmp,sv_P3
57684,udp,sv_P2
11879,tcp,sv_P5
4516,icmp,sv_P3
54039,udp,sv_P5
41257,tcp,email
26169,icmp,email
17073,udp,sv_P5
51483,icmp,sv_P5
62873,tcp,sv_P1
63739,icmp,sv_P4
41421,udp,email
61551,udp,sv_P4
52422,udp,sv_P5
22905,udp,sv_P1
41230,udp,email
55172,udp,email
43945,tcp,email
43684,udp,sv_P1
53418,udp,sv_P3
18795,tcp,sv_P3
1759,udp,sv_P5
43586,icmp,sv_P5
14226,udp,sv_P2
48243,icmp,sv_P3
30459,tcp,sv_P4
334,icmp,email
47124,tcp,sv_P5
15774,tcp,email
6420,tcp,email
54390,tcp,sv_P2
50930,udp,sv_P3
35588,tcp,sv_P4
27062,tcp,sv_P5
41912,tcp,sv_P5
34810,udp,sv_P4
270,tcp,sv_P2
18368,icmp,sv_P1
21039,tcp,sv_P4
2358,udp,sv_P3
50454,tcp,sv_P2
53784,icmp,sv_P1
14810,icmp,sv_P2
12482,udp,sv_P4
48845,tcp,sv_P1
30127,udp,sv_P3
46689,udp,sv_P1
6879,udp,sv_P4
16165,icmp,email
36233,tcp,sv_P1
50309,udp,email
31917,icmp,email
1368,udp,sv_P1
22226,tcp,sv_P5
29071,tcp,sv_P4
15664,icmp,sv_P1
12257,tcp,sv_P2
55719,tcp,sv_P1
7469,tcp,sv_P2
16743,icmp,sv_P2
43843,udp,sv_P1
21029,udp,sv_P5
31635,icmp,sv_P1
40813,tcp,sv_P2
57930,udp,sv_P4
45690,tcp,email
47993,udp,sv_P4
61278,icmp,sv_P1
48771,udp,sv_P2
3990,udp,sv_P4
43951,udp,sv_P3
28020,icmp,sv_P4
62569,tcp,sv_P1
48544,udp,email
46452,udp,sv_P1
26744,icmp,sv_P3
54610,icmp,sv_P4
34373,tcp,sv_P2
41527,udp,sv_P4
20324,icmp,sv_P4
13178,udp,sv_P4
41833,icmp,email
1617,icmp,sv_P5
15326,tcp,email
16812,udp,email
33607,udp,sv_P4
10609,udp,sv_P3
1829,icmp,email
38590,udp,sv_P3
39564,udp,sv_P5
11987,icmp,sv_P4
26251,tcp,sv_P5
34456,udp,email
49658,icmp,sv_P5
49922,icmp,sv_P3
47274,tcp,email
55618,udp,email
40883,tcp,sv_P4
61912,icmp,sv_P5
62267,tcp,sv_P3
4359,udp,sv_P2
27377,icmp,sv_P2
36664,icmp,sv_P3
42447,tcp,email
45512,icmp,email
13993,icmp,sv_P4
20873,icmp,sv_P2
51663,tcp,email
52289,icmp,sv_P1
32712,icmp,sv_P1
13532,udp,sv_P3
50026,icmp,sv_P4
25236,udp,sv_P3
12136,tcp,sv_P5
38915,icmp,sv_P2
13586,icmp,sv_P2
35895,udp,sv_P1
1985,tcp,sv_P1
36686,icmp,sv_P4
58926,tcp,sv_P5
46546,udp,email
37099,icmp,sv_P4
4768,udp,sv_P5
22116,udp,sv_P1
3072,tcp,sv_P1
29547,tcp,sv_P1
23314,udp,email
50451,udp,sv_P2
53419,tcp,sv_P2
15935,icmp,sv_P5
44300,udp,sv_P4
64976,tcp,sv_P3
12737,icmp,sv_P3
63727,udp,sv_P2
32923,udp,email
62524,udp,sv_P1
52029,icmp,sv_P3
20892,udp,sv_P5
53729,tcp,sv_P3
8018,tcp,sv_P3
15768,tcp,sv_P2
48129,tcp,email
25746,udp,sv_P2
7433,icmp,sv_P3
50123,udp,sv_P1
4811,tcp,sv_P2
33305,tcp,email
31237,udp,sv_P4
35528,tcp,sv_P3
27835,icmp,sv_P3
31705,tcp,sv_P5
332,udp,sv_P4
43508,udp,sv_P4
7915,tcp,sv_P5
53697,tcp,sv_P1
6224,icmp,email
37315,tcp,sv_P2
37492,udp,sv_P5
29245,udp,sv_P5
53622,tcp,sv_P5
35692,udp,email
27835,icmp,sv_P3
55482,udp,sv_P5
42179,icmp,sv_P4
11332,tcp,sv_P5
29847,icmp,sv_P4
23092,icmp,sv_P2
24925,udp,email
4512,tcp,email
19389,udp,email
65270,tcp,email
54690,tcp,email
29275,icmp,sv_P1
4010,icmp,sv_P4
15424,icmp,sv_P1
31576,udp,sv_P5
54165,tcp,sv_P2
7765,udp,sv_P3
48907,udp,sv_P4
51835,tcp,sv_P1
56463,udp,email
9129,tcp,sv_P2
19264,icmp,sv_P3
39609,udp,sv_P3
15682,tcp,sv_P5
60757,tcp,email
60394,udp,email
12483,icmp,sv_P3
28476,udp,sv_P5
37266,udp,sv_P1
15286,udp,email
48045,icmp,email
13046,tcp,sv_P4
13280,tcp,sv_P5
29659,tcp,sv_P4
49591,tcp,sv_P1
49995,udp,sv_P3
48377,tcp,email
6005,udp,sv_P5
43193,udp,sv_P4
60798,icmp,sv_P3
12964,tcp,sv_P3
44642,udp,sv_P5
2793,tcp,sv_P1
8277,tcp,sv_P2
9888,udp,sv_P1
10251,tcp,sv_P1
32476,tcp,sv_P3
57471,udp,sv_P4
59864,icmp,sv_P2
23038,icmp,email
26892,udp,sv_P4
12636,tcp,email
4478,icmp,sv_P2
3510,udp,sv_P1
61091,udp,email
54241,tcp,sv_P1
32896,icmp,sv_P4
8214,icmp,sv_P4
7105,tcp,email
11767,icmp,sv_P4
8296,icmp,sv_P1
3785,tcp,sv_P5
2890,tcp,sv_P4
59041,udp,sv_P4
39988,udp,email
61761,icmp,sv_P4
49027,icmp,email
16264,udp,sv_P4
5660,icmp,sv_P3
4627,icmp,sv_P3
58479,udp,sv_P2
12467,icmp,email
26215,udp,sv_P4
18537,tcp,sv_P1
533,icmp,sv_P5
13335,icmp,email
9847,icmp,sv_P3
63294,icmp,sv_P1
9691,tcp,sv_P5
55820,icmp,sv_P3
39329,tcp,email
8736,tcp,sv_P2
61997,udp,sv_P5
43024,icmp,sv_P5
21852,udp,sv_P4
12090,udp,sv_P4
30158,udp,sv_P2
35887,icmp,sv_P3
20622,udp,sv_P1
45478,tcp,sv_P2
29207,udp,sv_P5
17864,udp,sv_P3
62924,udp,sv_P4
61638,tcp,sv_P1
39669,icmp,sv_P4
17238,tcp,sv_P1
45451,udp,sv_P5
62880,icmp,sv_P1
61327,icmp,email
52675,tcp,sv_P1
54245,udp,sv_P1
63973,udp,email
60361,tcp,sv_P1
16297,tcp,sv_P2
51055,icmp,sv_P3
41615,icmp,sv_P1
25127,tcp,email
32025,icmp,sv_P3
65339,icmp,sv_P5
43975,udp,sv_P2
59217,tcp,email
9020,tcp,email
48902,tcp,sv_P5
49932,tcp,sv_P5
30899,udp,sv_P4
37638,tcp,email
17962,udp,sv_P4
60764,icmp,sv_P1
409,tcp,sv_P1
9735,tcp,email
40265,udp,sv_P2
48210,tcp,sv_P1
14486,tcp,sv_P4
39085,tcp,sv_P2
2952,icmp,email
42316,udp,sv_P2
632,icmp,email
2141,udp,sv_P2
1246,udp,email
49209,udp,sv_P1
30089,udp,email
54739,icmp,sv_P3
64905,tcp,sv_P1
50834,udp,email
40824,icmp,email
55583,udp,email
19688,tcp,sv_P1
40723,udp,sv_P2
60961,tcp,sv_P2
23682,icmp,email
39006,icmp,sv_P1
1630,udp,sv_P2
2606,icmp,sv_P5
12163,icmp,sv_P5
62663,icmp,sv_P1
11419,udp,sv_P1
22346,udp,sv_P1
6325,icmp,email
60861,udp,sv_P2
33744,tcp,sv_P2
22665,udp,sv_P5
53122,icmp,sv_P4
34104,tcp,sv_P2
46578,tcp,sv_P1
42991,icmp,sv_P1
56629,icmp,sv_P1
28175,udp,sv_P2
43668,icmp,sv_P2
27150,tcp,email
43917,tcp,sv_P3
52016,icmp,sv_P5
30373,icmp,sv_P4
33935,icmp,sv_P4
50326,udp,sv_P2
21801,icmp,sv_P5
42396,icmp,sv_P5
48680,udp,sv_P3
17645,icmp,sv_P4
31636,udp,sv_P1
29147,udp,sv_P1
46869,icmp,sv_P5
16918,icmp,sv_P1
51102,icmp,sv_P2
40954,icmp,sv_P1
53589,udp,sv_P1
45345,tcp,sv_P4
16358,icmp,sv_P1
27660,tcp,sv_P4
19378,udp,email
115,tcp,sv_P2
25464,udp,email
43696,tcp,sv_P5
5499,tcp,sv_P2
24361,icmp,email
22264,icmp,sv_P5
35408,udp,sv_P5
19880,icmp,sv_P2
64898,icmp,sv_P5
27380,tcp,sv_P4
49443,icmp,sv_P1
1838,icmp,sv_P1
23438,icmp,sv_P1
44513,udp,email
60327,udp,sv_P2
38109,icmp,sv_P2
31439,tcp,sv_P5
30989,udp,sv_P3
33806,udp,sv_P2
39478,tcp,email
10482,icmp,sv_P3
8766,udp,sv_P4
22255,udp,email
25574,tcp,sv_P2
25527,udp,sv_P4
40587,udp,sv_P3
24052,tcp,sv_P4
15807,tcp,email
30284,tcp,sv_P2
57605,icmp,sv_P2
24845,udp,sv_P4
44097,tcp,email
28254,tcp,sv_P5
45607,icmp,sv_P3
18894,tcp,email
29556,icmp,sv_P1
65134,tcp,sv_P2
4342,tcp,sv_P1
4757,udp,sv_P2
48933,icmp,email
58395,udp,sv_P2
33595,icmp,sv_P3
46837,tcp,email
46490,icmp,sv_P3
13205,icmp,sv_P2
63548,tcp,sv_P3
4622,tcp,sv_P5
20312,tcp,sv_P4
34949,icmp,sv_P3
65323,tcp,email
18365,udp,sv_P5
64055,tcp,sv_P2
56908,tcp,sv_P2
59482,icmp,sv_P3
26470,udp,email
58432,tcp,email
13431,udp,sv_P1
52647,icmp,sv_P3
39233,tcp,sv_P4
57978,tcp,sv_P1
55258,tcp,sv_P2
54543,udp,sv_P4
38989,icmp,sv_P2
37104,tcp,sv_P3
20738,icmp,sv_P5
20825,udp,sv_P3
56158,udp,sv_P1
48683,tcp,sv_P2
55953,tcp,sv_P1
10812,tcp,sv_P2
5717,icmp,sv_P5
47977,udp,sv_P5
32879,tcp,sv_P2
45998,tcp,sv_P1
45043,udp,sv_P5
13598,tcp,email
61773,tcp,sv_P3
50114,tcp,sv_P1
21982,icmp,sv_P4
44484,icmp,sv_P5
58860,icmp,sv_P1
10204,tcp,sv_P5
40118,tcp,email
56995,tcp,sv_P3
24431,udp,sv_P1
60100,udp,sv_P1
57833,tcp,sv_P5
1911,icmp,sv_P2
11911,tcp,sv_P2
14123,udp,email
31879,icmp,sv_P1
31075,icmp,sv_P1
30437,icmp,email
21714,icmp,email
33488,tcp,email
14750,tcp,sv_P4
49434,tcp,sv_P2
58974,icmp,sv_P5
50139,udp,sv_P5
62043,udp,email
8175,icmp,sv_P2
29815,tcp,sv_P2
61058,icmp,sv_P1
3964,tcp,sv_P2
36626,tcp,email
26496,tcp,sv_P4
41378,udp,sv_P2
51613,udp,sv_P2
50663,tcp,sv_P5
678,icmp,sv_P3
5272,udp,sv_P1
32924,icmp,sv_P5
30505,udp,sv_P3
60189,icmp,sv_P1
38882,udp,sv_P2
57123,udp,email
25754,icmp,sv_P3
2357,icmp,sv_P2
35468,tcp,email
22312,tcp,sv_P2
34066,udp,sv_P3
51337,tcp,sv_P5
47043,tcp,email
44585,tcp,sv_P2
8406,udp,sv_P4
17017,tcp,sv_P1
36131,icmp,sv_P2
42118,icmp,sv_P1
62429,udp,sv_P2
55555,tcp,sv_P2
27781,tcp,sv_P1
42057,icmp,sv_P4
21765,tcp,sv_P2
21358,tcp,sv_P1
58046,tcp,sv_P4
44032,udp,sv_P5
55800,udp,sv_P3
27139,tcp,sv_P1
29818,tcp,sv_P4
12718,udp,sv_P2
37747,icmp,sv_P4
27084,udp,sv_P5
15488,udp,sv_P5
51143,icmp,sv_P3
56134,tcp,sv_P4
59088,tcp,sv_P1
56471,tcp,sv_P4
17096,tcp,sv_P1
10056,icmp,sv_P5
59294,tcp,sv_P5
21684,udp,sv_P2
19494,tcp,sv_P3
32932,tcp,sv_P3
51164,icmp,sv_P4
65119,tcp,sv_P3
60735,udp,email
21363,tcp,sv_P1
57995,icmp,sv_P2
34153,icmp,sv_P5
51821,tcp,sv_P2
54145,udp,sv_P3
24471,tcp,sv_P4
20480,icmp,sv_P1
32812,tcp,sv_P5
6433,icmp,email
9230,udp,email
28802,tcp,email
50933,icmp,email
2453,udp,sv_P4
17187,tcp,sv_P1
12174,udp,sv_P5
13450,icmp,sv_P5
31788,icmp,sv_P1
57030,tcp,sv_P5
63998,icmp,sv_P1
36018,tcp,sv_P4
22299,tcp,sv_P4
20812,tcp,email
39777,udp,sv_P4
31443,tcp,sv_P2
44513,udp,sv_P5
41098,udp,sv_P1
53218,tcp,sv_P2
64139,icmp,sv_P5
59208,icmp,sv_P5
41932,tcp,sv_P3
47414,udp,email
52823,tcp,sv_P5
25888,udp,sv_P4
53592,tcp,sv_P2
27060,icmp,sv_P2
54247,udp,sv_P3
18184,udp,sv_P2
41566,udp,sv_P1
38661,icmp,sv_P1
17333,icmp,sv_P1
4728,tcp,email
31350,tcp,sv_P4
5025,tcp,sv_P3
32362,tcp,email
25279,udp,sv_P1
26012,tcp,sv_P2
27165,udp,sv_P4
16309,udp,sv_P2
59234,udp,sv_P5
36908,udp,sv_P1
27691,tcp,email
29268,tcp,sv_P3
59802,udp,sv_P5
5305,udp,sv_P4
57870,udp,sv_P3
15323,udp,sv_P2
2961,icmp,sv_P2
32560,tcp,email
9721,udp,sv_P4
18564,udp,sv_P5
34682,tcp,sv_P1
34639,tcp,sv_P2
9043,tcp,sv_P5
11693,tcp,email
21833,udp,sv_P5
31554,udp,sv_P5
21221,udp,sv_P4
37298,icmp,sv_P2
15443,tcp,sv_P2
58710,udp,email
46733,tcp,email
12598,tcp,email
20898,tcp,sv_P5
27775,tcp,sv_P4
20192,icmp,email
44982,tcp,sv_P1
24106,icmp,sv_P2
8958,icmp,sv_P5
45022,tcp,sv_P4
20194,tcp,email
46997,tcp,sv_P1
65193,icmp,sv_P2
55086,udp,sv_P4
30818,icmp,sv_P4
58108,udp,sv_P4
9950,tcp,sv_P4
5894,tcp,sv_P5
52943,tcp,email
5337,icmp,sv_P5
6081,udp,sv_P4
984,icmp,sv_P1
23873,udp,sv_P2
18831,tcp,sv_P2
28711,tcp,sv_P3
12140,tcp,sv_P1
28503,icmp,sv_P4
11311,icmp,email
40139,icmp,sv_P5
57280,icmp,sv_P5
27254,icmp,sv_P5
48236,tcp,sv_P2
43568,icmp,email
47328,udp,sv_P3
1819,icmp,sv_P1
21353,icmp,sv_P3
7975,icmp,sv_P3
16555,udp,sv_P1
5945,udp,sv_P3
11269,udp,sv_P4
8183,icmp,sv_P2
61342,tcp,sv_P1
16379,tcp,sv_P1
2814,icmp,sv_P4
36055,icmp,sv_P3
39886,icmp,sv_P5
567,udp,sv_P4
56131,udp,sv_P4
5375,tcp,sv_P3
51698,udp,sv_P4
29494,tcp,sv_P3
16128,icmp,sv_P5
12363,icmp,sv_P1
19595,tcp,sv_P3
61262,udp,sv_P3
54942,tcp,sv_P5
22618,icmp,email
20182,icmp,sv_P5
34019,udp,sv_P2
29778,udp,sv_P2
37088,icmp,sv_P5
32105,tcp,sv_P1
55766,udp,sv_P1
51299,icmp,email
64124,icmp,email
6008,tcp,sv_P2
56194,udp,sv_P5
1879,udp,email
36649,udp,sv_P3
10207,icmp,email
6277,icmp,sv_P1
41118,tcp,sv_P5
2303,udp,sv_P1
39759,udp,sv_P3
36985,icmp,email
27938,tcp,sv_P2
54490,udp,sv_P4
57211,tcp,sv_P1
42762,udp,sv_P4
45934,udp,sv_P5
63668,icmp,sv_P3
33295,icmp,sv_P3
53265,icmp,email
3211,udp,sv_P1
1956,udp,sv_P3
7036,udp,email
43265,icmp,sv_P4
47154,udp,sv_P1
31873,icmp,sv_P1
16117,tcp,sv_P4
45296,icmp,sv_P4
56829,udp,sv_P4
45512,tcp,email
63067,tcp,sv_P5
10098,tcp,sv_P4
37367,tcp,sv_P5
28046,icmp,sv_P1
19324,tcp,email
35708,udp,email
64281,tcp,sv_P5
16688,udp,sv_P4
23185,icmp,sv_P4
16661,icmp,sv_P5
10663,tcp,email
46683,tcp,email
17555,tcp,sv_P5
43835,udp,email
26916,udp,sv_P3
23962,icmp,sv_P2
26032,tcp,email
2987,udp,sv_P2
38689,tcp,sv_P3
46905,udp,sv_P4
12342,icmp,sv_P5
1383,udp,sv_P2
29822,icmp,sv_P4
32499,tcp,sv_P2
41787,udp,sv_P4
26361,icmp,sv_P1
41374,icmp,sv_P4
60563,icmp,sv_P1
30534,tcp,sv_P3
62403,udp,sv_P4
4085,udp,sv_P2
53590,tcp,email
61673,icmp,sv_P1
27672,tcp,sv_P1
30285,tcp,sv_P4
37165,udp,sv_P4
46368,icmp,sv_P3
61976,tcp,sv_P2
56358,udp,sv_P3
61229,tcp,sv_P5
55282,udp,sv_P3
47169,tcp,sv_P5
56838,tcp,sv_P1
50678,udp,sv_P4
13630,icmp,sv_P1
16397,icmp,email
54394,tcp,sv_P4
59368,icmp,sv_P4
21750,icmp,sv_P1
63989,icmp,sv_P3
27306,tcp,sv_P5
41374,udp,sv_P4
41783,icmp,sv_P5
4802,icmp,email
53221,icmp,sv_P2
41153,icmp,sv_P3
2319,udp,sv_P2
46302,tcp,sv_P5
43207,tcp,email
3274,icmp,sv_P4
56711,icmp,email
6750,icmp,sv_P1
11199,icmp,sv_P2
26324,udp,sv_P1
10589,icmp,sv_P4
7301,tcp,email
23872,udp,sv_P2
7121,tcp,sv_P3
52840,tcp,sv_P2
44913,udp,sv_P3
29381,tcp,sv_P1
23427,icmp,email
27607,tcp,email
5119,tcp,sv_P5
25101,tcp,email
10871,icmp,email
7379,tcp,sv_P5
2493,icmp,sv_P1
54022,icmp,email
39311,icmp,sv_P2
56945,udp,sv_P1
33063,tcp,sv_P5
60792,udp,email
42611,tcp,sv_P3
45830,tcp,sv_P3
3273,icmp,sv_P2
62234,tcp,sv_P1
39029,udp,email
39549,udp,sv_P3
62515,icmp,sv_P5
20613,icmp,sv_P5
39741,tcp,sv_P3
3564,icmp,sv_P5
3154,udp,sv_P1
63121,icmp,sv_P1
62578,udp,sv_P4
40743,tcp,sv_P3
30914,udp,sv_P2
6793,tcp,sv_P3
47031,icmp,email
32949,udp,sv_P3
58271,icmp,sv_P1
61087,icmp,sv_P2
9717,udp,sv_P3
62586,udp,sv_P2
34737,udp,sv_P1
13626,udp,sv_P4
24198,tcp,sv_P4
62202,udp,sv_P4
14768,udp,sv_P4
48695,icmp,sv_P2
19268,icmp,sv_P5
28641,icmp,sv_P5
46452,udp,sv_P2
59513,tcp,sv_P2
16474,udp,sv_P5
27830,udp,sv_P2
31513,udp,sv_P4
16846,icmp,sv_P4
3453,tcp,sv_P2
8542,icmp,sv_P3
35370,tcp,sv_P3
44355,icmp,sv_P2
60045,tcp,sv_P4
25628,icmp,sv_P1
36314,icmp,sv_P5
51984,tcp,email
15262,tcp,sv_P1
19988,tcp,sv_P5
45466,icmp,sv_P4
65098,udp,sv_P4
32640,tcp,sv_P2
55121,icmp,sv_P5
37573,tcp,sv_P2
34013,icmp,sv_P1
59525,udp,sv_P4
51869,udp,sv_P1
47667,icmp,sv_P4
13636,icmp,sv_P1
29465,tcp,sv_P5
4997,tcp,email
59302,icmp,sv_P4
42234,udp,sv_P4
43176,icmp,sv_P2
41457,icmp,sv_P3
13261,tcp,email
34224,tcp,sv_P1
36515,tcp,email
33323,tcp,sv_P5
8721,tcp,sv_P3
37198,udp,sv_P2
28608,tcp,sv_P4
1558,icmp,sv_P3
22241,icmp,sv_P1
37893,udp,sv_P5
56468,icmp,sv_P4
54336,icmp,email
13833,icmp,sv_P4
49491,udp,sv_P2
7001,udp,sv_P1
22389,icmp,email
19033,tcp,sv_P3
6668,icmp,sv_P5
25455,tcp,sv_P2
38781,icmp,sv_P5
46214,udp,sv_P5
19546,icmp,sv_P5
9483,tcp,sv_P5
25385,icmp,sv_P2
25184,tcp,email
49570,icmp,sv_P1
24107,udp,sv_P4
20604,icmp,sv_P1
1678,tcp,sv_P5
43093,tcp,sv_P2
52977,icmp,sv_P1
7538,icmp,sv_P5
11533,tcp,sv_P1
6217,icmp,sv_P3
44784,udp,sv_P1
21329,tcp,sv_P2
17208,udp,sv_P5
31870,icmp,sv_P1
43800,icmp,sv_P3
38952,icmp,email
24675,icmp,sv_P5
14530,icmp,sv_P4
46337,icmp,sv_P2
18270,icmp,email
27518,udp,sv_P1
57558,icmp,sv_P4
31321,udp,email
41814,udp,sv_P5
28991,udp,sv_P2
49035,tcp,sv_P3
34668,tcp,sv_P5
8841,icmp,email
1317,icmp,sv_P1
62420,udp,sv_P5
23188,udp,sv_P5
43354,udp,sv_P1
11542,udp,sv_P1
61509,tcp,sv_P3
44841,icmp,sv_P4
1871,icmp,sv_P1
53138,udp,sv_P5
63019,udp,sv_P4
2774,udp,email
15198,udp,email
7822,udp,email
55338,tcp,email
43091,tcp,sv_P3
21046,tcp,sv_P3
50620,udp,sv_P4
53791,udp,sv_P2
36199,tcp,sv_P2
53129,tcp,sv_P1
27276,tcp,sv_P4
30942,tcp,sv_P5
16719,tcp,sv_P1
47747,udp,sv_P2
63968,icmp,sv_P2
228,icmp,sv_P1
29199,tcp,sv_P4
16678,tcp,sv_P1
41128,udp,sv_P3
21453,tcp,sv_P5
40020,tcp,sv_P5
65369,udp,email
60124,icmp,sv_P5
13262,icmp,sv_P1
51968,icmp,sv_P2
45285,icmp,sv_P5
51506,icmp,sv_P4
38284,udp,sv_P2
24656,tcp,sv_P4
52135,udp,sv_P3
8342,tcp,sv_P1
58081,icmp,email
9650,icmp,sv_P5
38799,icmp,sv_P3
8125,icmp,sv_P2
24455,udp,email
17508,icmp,email
46154,udp,sv_P2
35527,icmp,sv_P2
52499,udp,sv_P4
30849,tcp,sv_P1
10247,icmp,email
15185,tcp,sv_P2
36271,tcp,sv_P3
2645,udp,sv_P4
24512,udp,sv_P4
44621,icmp,sv_P3
25053,tcp,email
5169,tcp,sv_P4
21060,udp,email
135,icmp,sv_P2
9802,udp,sv_P5
20889,udp,sv_P2
40437,udp,sv_P3
18412,udp,sv_P1
36967,tcp,sv_P2
7637,udp,sv_P4
5082,udp,sv_P5
23685,tcp,sv_P5
10749,tcp,sv_P3
17804,tcp,sv_P1
38178,tcp,email
39015,icmp,sv_P1
57981,tcp,sv_P1
30254,tcp,sv_P4
53872,icmp,email
15503,tcp,sv_P3
31683,icmp,sv_P4
31016,udp,sv_P4
3429,icmp,sv_P1
58464,udp,sv_P5
1389,udp,email
26814,tcp,sv_P4
36779,tcp,sv_P2
63645,icmp,sv_P4
52560,icmp,sv_P3
51561,tcp,sv_P1
28058,tcp,sv_P3
9261,icmp,sv_P5
17801,tcp,sv_P4
52338,udp,sv_P2
41612,udp,sv_P2
16404,udp,email
6877,udp,sv_P5
50775,tcp,sv_P3
18671,udp,email
16553,udp,sv_P5
31510,udp,sv_P3
56806,udp,sv_P1
7126,tcp,email
55104,udp,sv_P3
62317,udp,sv_P1
37024,tcp,email
48851,tcp,email
18319,tcp,sv_P4
48758,icmp,sv_P2
48303,tcp,sv_P5
14873,udp,sv_P1
35589,tcp,email
37926,tcp,email
54307,tcp,sv_P4
56253,tcp,sv_P5
24745,udp,sv_P2
57616,udp,sv_P3
6963,icmp,sv_P1
33787,icmp,sv_P1
3021,tcp,sv_P4
28265,udp,sv_P2
19662,udp,email
41678,udp,sv_P3
12658,tcp,sv_P5
50670,tcp,sv_P1
5132,udp,sv_P4
20220,icmp,sv_P2
23010,icmp,sv_P3
33245,tcp,sv_P4
62602,tcp,sv_P2
37473,icmp,sv_P2
29866,udp,sv_P2
31536,icmp,sv_P1
29973,icmp,email
56396,tcp,sv_P1
21294,udp,sv_P3
61583,udp,sv_P3
